,date,time,ans,InputID,story_num,lv,asg,stp,ope1,slot,card,slot1,slot2,slot3,session,check,jdg,C.S,ST.S,N.S,SS.S,O.S,validity,trial,amount,sentence,type0,type2,formula_order,story,type,story_st,relation_st,formula_st,q,strategy,counts,strategy_jdg
1194,2017/10/30,14:16:16,321,31610158,4,1,3,5,CHECK,0,0,1,2,3,1509340561,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_1_3,n,45,n_s
1200,2017/10/30,14:16:33,321,31610158,4,1,4,3,CHECK,0,0,1,2,3,1509340576,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_1_4,r,45,r_s
1208,2017/10/30,14:16:49,321,31610158,4,1,5,5,CHECK,0,0,1,2,3,1509340593,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_1_5,n,45,n_s
1214,2017/10/30,14:17:12,321,31610158,4,2,1,3,CHECK,0,0,1,2,3,1509340612,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_1,F*,45,F*_s
1220,2017/10/30,14:17:26,321,31610158,4,2,2,3,CHECK,0,0,1,2,3,1509340633,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_2,F*,45,F*_s
1230,2017/10/30,14:17:50,321,31610158,4,2,3,7,CHECK,0,0,1,2,3,1509340646,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_2_3,n,45,n_s
1236,2017/10/30,14:18:04,321,31610158,4,2,4,3,CHECK,0,0,1,2,3,1509340671,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_4,F*,45,F*_s
1242,2017/10/30,14:18:20,321,31610158,4,2,5,3,CHECK,0,0,1,2,3,1509340684,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_5,F*,45,F*_s
1248,2017/10/30,14:51:10,543,31610158,4,3,1,3,CHECK,0,0,3,4,5,1509342383,1,f,0,0,1,1,1,3,1,,,,,,,,,,,4_3_1,n,45,n_f
1272,2017/10/30,14:52:40,341,31610158,4,3,2,5,CHECK,0,0,1,4,3,1509342742,1,f,0,0,1,0,1,2,1,,,,,,,,,,,4_3_2,n,45,n_f
1281,2017/10/30,14:53:05,351,31610158,4,3,3,3,CHECK,0,0,1,5,3,1509342771,1,f,0,0,0,1,1,2,1,,,,,,,,,,,4_3_3,n,45,n_f
1301,2017/10/30,14:53:56,341,31610158,4,3,4,3,CHECK,0,0,1,4,3,1509342819,1,f,0,0,1,0,1,2,1,,,,,,,,,,,4_3_4,n,45,n_f
1310,2017/10/30,14:54:18,341,31610158,4,3,5,3,CHECK,0,0,1,4,3,1509342843,1,f,0,0,1,0,1,2,1,,,,,,,,,,,4_3_5,n,45,n_f
714,2017/11/06,14:47:49,641,31610158,5,1,1,3,CHECK,0,0,1,4,6,1509947233,1,f,0,0,1,0,0,1,1,,,,,,,,,,F*,5_1_1,F*,45,F*_f
725,2017/11/06,14:48:37,321,31610158,5,1,2,3,CHECK,0,0,1,2,3,1509947284,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_2,F*,45,F*_s
731,2017/11/06,14:48:50,321,31610158,5,1,3,3,CHECK,0,0,1,2,3,1509947317,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_3,F*,45,F*_s
739,2017/11/06,14:49:07,321,31610158,5,1,4,5,CHECK,0,0,1,2,3,1509947330,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_1_4,n,45,n_s
745,2017/11/06,14:49:23,321,31610158,5,1,5,3,CHECK,0,0,1,2,3,1509947348,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_5,F*,45,F*_s
751,2017/11/06,14:49:43,631,31610158,5,2,1,3,CHECK,0,0,1,3,6,1509947367,1,f,0,1,0,1,0,2,1,,,,,,,,,,,5_2_1,n,45,n_f
769,2017/11/06,14:50:26,235,31610158,5,2,2,5,CHECK,0,0,5,3,2,1509947410,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,5_2_2,r,45,r_f
786,2017/11/06,14:51:26,231,31610158,5,2,3,5,CHECK,0,0,1,3,2,1509947451,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_3,n,45,n_s
792,2017/11/06,14:51:37,231,31610158,5,2,4,3,CHECK,0,0,1,3,2,1509947486,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_4,r,45,r_s
798,2017/11/06,14:51:50,231,31610158,5,2,5,3,CHECK,0,0,1,3,2,1509947497,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_5,r,45,r_s
810,2017/11/06,14:52:15,213,31610158,5,3,1,9,CHECK,0,0,3,1,2,1509947513,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_3_1,n,45,n_s
816,2017/11/06,14:52:26,213,31610158,5,3,2,3,CHECK,0,0,3,1,2,1509947536,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_3_2,F*,45,F*_s
824,2017/11/06,14:52:39,213,31610158,5,3,3,5,CHECK,0,0,3,1,2,1509947546,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_3,r,45,r_s
830,2017/11/06,14:52:48,213,31610158,5,3,4,3,CHECK,0,0,3,1,2,1509947559,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_4,r,45,r_s
840,2017/11/06,14:53:04,413,31610158,5,3,5,7,CHECK,0,0,3,1,4,1509947568,1,f,0,1,1,1,0,3,1,,,,,,,,,,F*,5_3_5,F*,45,F*_f
448,2017/10/09,15:05:18,321,31610028,2,1,1,3,CHECK,0,0,1,2,3,1507529091,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1_1,r,30,r_s
453,2017/10/09,15:05:34,321,31610028,2,1,2,3,CHECK,0,0,1,2,3,1507529119,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1_2,r,30,r_s
458,2017/10/09,15:05:47,321,31610028,2,1,3,3,CHECK,0,0,1,2,3,1507529135,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1_3,r,30,r_s
463,2017/10/09,15:06:02,321,31610028,2,1,4,3,CHECK,0,0,1,2,3,1507529148,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1_4,r,30,r_s
468,2017/10/09,15:06:12,321,31610028,2,1,5,3,CHECK,0,0,1,2,3,1507529162,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1_5,r,30,r_s
475,2017/10/09,15:06:31,321,31610028,2,2,1,5,CHECK,0,0,1,2,3,1507529176,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_1,r,30,r_s
480,2017/10/09,15:06:48,321,31610028,2,2,2,3,CHECK,0,0,1,2,3,1507529192,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_2,r,30,r_s
485,2017/10/09,15:06:59,321,31610028,2,2,3,3,CHECK,0,0,1,2,3,1507529210,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_3,r,30,r_s
490,2017/10/09,15:07:13,321,31610028,2,2,4,3,CHECK,0,0,1,2,3,1507529220,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_4,r,30,r_s
495,2017/10/09,15:07:25,321,31610028,2,2,5,3,CHECK,0,0,1,2,3,1507529234,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_5,r,30,r_s
503,2017/10/09,15:08:02,312,31610028,2,3,1,5,CHECK,0,0,2,1,3,1507529248,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_1,r,30,r_s
508,2017/10/09,15:08:17,312,31610028,2,3,2,3,CHECK,0,0,2,1,3,1507529284,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_2,r,30,r_s
513,2017/10/09,15:08:29,312,31610028,2,3,3,3,CHECK,0,0,2,1,3,1507529298,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_3,r,30,r_s
518,2017/10/09,15:08:43,312,31610028,2,3,4,3,CHECK,0,0,2,1,3,1507529310,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_4,r,30,r_s
523,2017/10/09,15:08:56,312,31610028,2,3,5,3,CHECK,0,0,2,1,3,1507529325,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_5,r,30,r_s
849,2017/11/06,14:37:33,325,31610028,5,1,1,3,CHECK,0,0,5,2,3,1509946634,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,5_1_1,r,30,r_f
860,2017/11/06,14:38:00,321,31610028,5,1,2,3,CHECK,0,0,1,2,3,1509946668,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_2,r,30,r_s
866,2017/11/06,14:38:11,321,31610028,5,1,3,3,CHECK,0,0,1,2,3,1509946681,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_3,r,30,r_s
872,2017/11/06,14:38:22,321,31610028,5,1,4,3,CHECK,0,0,1,2,3,1509946692,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_4,r,30,r_s
878,2017/11/06,14:38:28,321,31610028,5,1,5,3,CHECK,0,0,1,2,3,1509946703,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_5,r,30,r_s
885,2017/11/06,14:38:41,321,31610028,5,2,1,3,CHECK,0,0,1,2,3,1509946710,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_1,r,30,r_s
891,2017/11/06,14:38:51,321,31610028,5,2,2,3,CHECK,0,0,1,2,3,1509946722,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_2,r,30,r_s
897,2017/11/06,14:38:58,321,31610028,5,2,3,3,CHECK,0,0,1,2,3,1509946732,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_3,r,30,r_s
903,2017/11/06,14:39:06,321,31610028,5,2,4,3,CHECK,0,0,1,2,3,1509946739,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_4,r,30,r_s
909,2017/11/06,14:39:14,321,31610028,5,2,5,3,CHECK,0,0,1,2,3,1509946747,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_5,r,30,r_s
921,2017/11/06,14:39:52,213,31610028,5,3,1,9,CHECK,0,0,3,1,2,1509946756,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_1,r,30,r_s
927,2017/11/06,14:40:02,312,31610028,5,3,2,3,CHECK,0,0,2,1,3,1509946793,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_2,r,30,r_s
933,2017/11/06,14:40:10,312,31610028,5,3,3,3,CHECK,0,0,2,1,3,1509946802,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_3,r,30,r_s
943,2017/11/06,14:40:24,312,31610028,5,3,4,7,CHECK,0,0,2,1,3,1509946810,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_4,r,30,r_s
949,2017/11/06,14:40:30,312,31610028,5,3,5,3,CHECK,0,0,2,1,3,1509946824,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_5,r,30,r_s
528,2017/10/09,15:02:56,361,31610037,2,1,1,3,CHECK,0,0,1,6,3,1507528963,1,f,0,1,0,1,0,2,1,,,,,,,,,r,,2_1_1,r,15,r_f
536,2017/10/09,15:03:21,321,31610037,2,1,2,3,CHECK,0,0,1,2,3,1507528988,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1_2,F*,15,F*_s
541,2017/10/09,15:03:42,321,31610037,2,1,3,3,CHECK,0,0,1,2,3,1507529003,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1_3,F*,15,F*_s
546,2017/10/09,15:04:09,321,31610037,2,1,4,3,CHECK,0,0,1,2,3,1507529023,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1_4,F*,15,F*_s
551,2017/10/09,15:04:17,321,31610037,2,1,5,3,CHECK,0,0,1,2,3,1507529050,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1_5,F*,15,F*_s
556,2017/10/09,15:04:35,321,31610037,2,2,1,3,CHECK,0,0,1,2,3,1507529061,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2_1,F*,15,F*_s
561,2017/10/09,15:04:45,321,31610037,2,2,2,3,CHECK,0,0,1,2,3,1507529076,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2_2,F*,15,F*_s
566,2017/10/09,15:04:59,321,31610037,2,2,3,3,CHECK,0,0,1,2,3,1507529086,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_3,r,15,r_s
571,2017/10/09,15:05:15,321,31610037,2,2,4,3,CHECK,0,0,1,2,3,1507529100,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_4,r,15,r_s
576,2017/10/09,15:05:25,321,31610037,2,2,5,3,CHECK,0,0,1,2,3,1507529116,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2_5,n,15,n_s
581,2017/10/09,15:06:07,215,31610037,2,3,1,3,CHECK,0,0,5,1,2,1507529129,1,f,0,0,1,1,1,3,1,,,,,,,,,,F*,2_3_1,F*,15,F*_f
593,2017/10/09,15:06:51,213,31610037,2,3,2,3,CHECK,0,0,3,1,2,1507529201,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_2,F*,15,F*_s
598,2017/10/09,15:07:02,213,31610037,2,3,3,3,CHECK,0,0,3,1,2,1507529211,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_3,F*,15,F*_s
603,2017/10/09,15:07:15,213,31610037,2,3,4,3,CHECK,0,0,3,1,2,1507529223,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_4,F*,15,F*_s
608,2017/10/09,15:07:25,213,31610037,2,3,5,3,CHECK,0,0,3,1,2,1507529236,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_5,F*,15,F*_s
613,2017/10/09,15:00:03,321,31610016,2,1,1,3,CHECK,0,0,1,2,3,1507528796,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1_1,n,60,n_s
620,2017/10/09,15:00:13,321,31610016,2,1,2,5,CHECK,0,0,1,2,3,1507528803,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1_2,F*,60,F*_s
625,2017/10/09,15:00:24,321,31610016,2,1,3,3,CHECK,0,0,1,2,3,1507528814,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1_3,r,60,r_s
630,2017/10/09,15:00:37,341,31610016,2,1,4,3,CHECK,0,0,1,4,3,1507528825,1,f,0,1,1,1,0,3,1,,,,,,,,,r,,2_1_4,r,60,r_f
640,2017/10/09,15:00:53,321,31610016,2,1,5,5,CHECK,0,0,1,2,3,1507528845,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1_5,n,60,n_s
645,2017/10/09,15:01:11,326,31610016,2,2,1,3,CHECK,0,0,6,2,3,1507528856,1,f,0,1,1,1,0,3,1,,,,,,,,,r,,2_2_1,r,60,r_f
653,2017/10/09,15:01:25,321,31610016,2,2,2,3,CHECK,0,0,1,2,3,1507528877,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2_2,n,60,n_s
658,2017/10/09,15:01:34,321,31610016,2,2,3,3,CHECK,0,0,1,2,3,1507528886,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2_3,n,60,n_s
663,2017/10/09,15:01:46,321,31610016,2,2,4,3,CHECK,0,0,1,2,3,1507528895,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_4,r,60,r_s
668,2017/10/09,15:01:53,321,31610016,2,2,5,3,CHECK,0,0,1,2,3,1507528906,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_5,r,60,r_s
681,2017/10/09,15:02:59,521,31610016,2,3,1,11,CHECK,0,0,1,2,5,1507528916,1,f,0,0,1,1,1,3,1,,,,,,,,,r,,2_3_1,r,60,r_f
691,2017/10/09,15:03:36,312,31610016,2,3,2,5,CHECK,0,0,2,1,3,1507529002,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_2,r,60,r_s
696,2017/10/09,15:03:59,312,31610016,2,3,3,3,CHECK,0,0,2,1,3,1507529017,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_3,r,60,r_s
703,2017/10/09,15:04:14,312,31610016,2,3,4,5,CHECK,0,0,2,1,3,1507529040,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_4,r,60,r_s
710,2017/10/09,15:04:29,312,31610016,2,3,5,5,CHECK,0,0,2,1,3,1507529055,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_5,r,60,r_s
984,2017/10/16,14:45:13,321,31610016,3,1,1,3,CHECK,0,0,1,2,3,1508132694,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_1,n,60,n_s
993,2017/10/16,14:45:41,321,31610016,3,1,2,7,CHECK,0,0,1,2,3,1508132718,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_2,n,60,n_s
998,2017/10/16,14:45:55,321,31610016,3,1,3,3,CHECK,0,0,1,2,3,1508132742,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_3,F*,60,F*_s
1005,2017/10/16,14:46:12,321,31610016,3,1,4,5,CHECK,0,0,1,2,3,1508132756,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_4,F*,60,F*_s
1010,2017/10/16,14:46:24,321,31610016,3,1,5,3,CHECK,0,0,1,2,3,1508132772,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_1_5,r,60,r_s
1015,2017/10/16,14:46:45,326,31610016,3,2,1,3,CHECK,0,0,6,2,3,1508132788,1,f,1,1,1,1,0,4,1,,,,,,,,,,F*,3_2_1,F*,60,F*_f
1027,2017/10/16,14:47:24,321,31610016,3,2,2,5,CHECK,0,0,1,2,3,1508132833,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_2,n,60,n_s
1034,2017/10/16,14:47:42,321,31610016,3,2,3,5,CHECK,0,0,1,2,3,1508132844,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_3,n,60,n_s
1041,2017/10/16,14:47:56,321,31610016,3,2,4,5,CHECK,0,0,1,2,3,1508132863,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_4,n,60,n_s
1048,2017/10/16,14:48:11,321,31610016,3,2,5,5,CHECK,0,0,1,2,3,1508132877,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_5,F*,60,F*_s
1057,2017/10/16,14:48:48,125,31610016,3,3,1,7,CHECK,0,0,5,2,1,1508132899,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,3_3_1,r,60,r_f
1094,2017/10/16,14:50:59,154,31610016,3,3,2,11,CHECK,0,0,4,5,1,1508133027,1,f,0,0,1,1,0,2,1,,,,,,,,,,,3_3_2,n,60,n_f
1199,2017/10/16,14:54:03,231,31610016,3,3,3,3,CHECK,0,0,1,3,2,1508133228,1,f,0,1,1,1,1,4,1,,,,,,,,,,,3_3_3,n,60,n_f
1216,2017/10/16,14:54:35,231,31610016,3,3,4,3,CHECK,0,0,1,3,2,1508133257,1,f,0,1,1,1,1,4,1,,,,,,,,,,,3_3_4,n,60,n_f
1226,2017/10/16,14:55:01,251,31610016,3,3,5,3,CHECK,0,0,1,5,2,1508133283,1,f,0,0,1,0,0,1,1,,,,,,,,,,,3_3_5,n,60,n_f
1614,2017/10/30,14:39:15,325,31610016,4,1,1,9,CHECK,0,0,5,2,3,1509341931,1,f,0,0,1,0,0,1,1,,,,,,,,,,,4_1_1,n,60,n_f
1633,2017/10/30,14:40:12,312,31610016,4,1,2,3,CHECK,0,0,2,1,3,1509341998,1,f,0,1,1,1,1,4,1,,,,,,,,,r,,4_1_2,r,60,r_f
1644,2017/10/30,14:40:39,321,31610016,4,1,3,3,CHECK,0,0,1,2,3,1509342020,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_3,F*,60,F*_s
1652,2017/10/30,14:40:55,321,31610016,4,1,4,5,CHECK,0,0,1,2,3,1509342039,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_1_4,r,60,r_s
1658,2017/10/30,14:41:23,321,31610016,4,1,5,3,CHECK,0,0,1,2,3,1509342056,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_1_5,r,60,r_s
1670,2017/10/30,14:41:52,325,31610016,4,2,1,9,CHECK,0,0,5,2,3,1509342085,1,f,0,0,1,0,0,1,1,,,,,,,,,,,4_2_1,n,60,n_f
1688,2017/10/30,14:42:49,321,31610016,4,2,2,3,CHECK,0,0,1,2,3,1509342137,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_2_2,r,60,r_s
1694,2017/10/30,14:43:02,321,31610016,4,2,3,3,CHECK,0,0,1,2,3,1509342169,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_3,F*,60,F*_s
1706,2017/10/30,14:43:30,321,31610016,4,2,4,9,CHECK,0,0,1,2,3,1509342183,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_2_4,n,60,n_s
1712,2017/10/30,14:43:39,321,31610016,4,2,5,3,CHECK,0,0,1,2,3,1509342210,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_5,F*,60,F*_s
1719,2017/10/30,14:44:02,453,31610016,4,3,1,3,CHECK,0,0,3,5,4,1509342221,1,f,0,0,1,1,1,3,1,,,,,,,,,,F*,4_3_1,F*,60,F*_f
1945,2017/10/30,14:53:24,253,31610016,4,3,2,3,CHECK,0,0,3,5,2,1509342765,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,4_3_2,r,60,r_f
1996,2017/10/30,14:54:58,321,31610016,4,3,3,3,CHECK,0,0,1,2,3,1509342881,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_3_3,r,60,r_s
2002,2017/10/30,14:55:21,321,31610016,4,3,4,3,CHECK,0,0,1,2,3,1509342909,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_3_4,r,60,r_s
2008,2017/10/30,14:55:37,321,31610016,4,3,5,3,CHECK,0,0,1,2,3,1509342922,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_3_5,r,60,r_s
1051,2017/11/06,14:38:11,325,31610016,5,1,1,5,CHECK,0,0,5,2,3,1509946670,1,f,0,0,1,0,0,1,1,,,,,,,,,,,5_1_1,n,60,n_f
1064,2017/11/06,14:38:40,321,31610016,5,1,2,3,CHECK,0,0,1,2,3,1509946705,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_2,r,60,r_s
1072,2017/11/06,14:38:52,312,31610016,5,1,3,5,CHECK,0,0,2,1,3,1509946720,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_3,r,60,r_s
1078,2017/11/06,14:38:59,312,31610016,5,1,4,3,CHECK,0,0,2,1,3,1509946733,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_4,r,60,r_s
1084,2017/11/06,14:39:07,321,31610016,5,1,5,3,CHECK,0,0,1,2,3,1509946740,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_5,r,60,r_s
1091,2017/11/06,14:39:23,321,31610016,5,2,1,3,CHECK,0,0,1,2,3,1509946749,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_1,r,60,r_s
1097,2017/11/06,14:39:31,325,31610016,5,2,2,3,CHECK,0,0,5,2,3,1509946763,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,5_2_2,r,60,r_f
1108,2017/11/06,14:39:53,321,31610016,5,2,3,5,CHECK,0,0,1,2,3,1509946777,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_3,r,60,r_s
1114,2017/11/06,14:40:06,321,31610016,5,2,4,3,CHECK,0,0,1,2,3,1509946794,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_4,r,60,r_s
1120,2017/11/06,14:40:14,321,31610016,5,2,5,3,CHECK,0,0,1,2,3,1509946807,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_5,n,60,n_s
1126,2017/11/06,14:40:31,321,31610016,5,3,1,3,CHECK,0,0,1,2,3,1509946816,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_1,r,60,r_s
1132,2017/11/06,14:40:41,321,31610016,5,3,2,3,CHECK,0,0,1,2,3,1509946832,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_2,r,60,r_s
1140,2017/11/06,14:41:00,321,31610016,5,3,3,5,CHECK,0,0,1,2,3,1509946842,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_3,r,60,r_s
1146,2017/11/06,14:41:10,312,31610016,5,3,4,3,CHECK,0,0,2,1,3,1509946861,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_4,r,60,r_s
1152,2017/11/06,14:41:23,312,31610016,5,3,5,3,CHECK,0,0,2,1,3,1509946871,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_5,r,60,r_s
717,2017/10/09,14:49:01,321,31410196,2,1,1,5,CHECK,0,0,1,2,3,1507528101,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1_1,n,60,n_s
724,2017/10/09,14:49:13,321,31410196,2,1,2,5,CHECK,0,0,1,2,3,1507528142,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1_2,n,60,n_s
729,2017/10/09,14:49:24,321,31410196,2,1,3,3,CHECK,0,0,1,2,3,1507528154,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1_3,n,60,n_s
736,2017/10/09,14:49:33,321,31410196,2,1,4,5,CHECK,0,0,1,2,3,1507528165,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1_4,F*,60,F*_s
741,2017/10/09,14:49:42,321,31410196,2,1,5,3,CHECK,0,0,1,2,3,1507528174,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1_5,r,60,r_s
746,2017/10/09,14:49:56,321,31410196,2,2,1,3,CHECK,0,0,1,2,3,1507528186,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_1,r,60,r_s
751,2017/10/09,14:50:05,321,31410196,2,2,2,3,CHECK,0,0,1,2,3,1507528197,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2_2,n,60,n_s
756,2017/10/09,14:50:15,321,31410196,2,2,3,3,CHECK,0,0,1,2,3,1507528206,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_3,r,60,r_s
761,2017/10/09,14:50:27,321,31410196,2,2,4,3,CHECK,0,0,1,2,3,1507528216,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_4,r,60,r_s
766,2017/10/09,14:50:34,321,31410196,2,2,5,3,CHECK,0,0,1,2,3,1507528227,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_5,r,60,r_s
777,2017/10/09,14:51:22,213,31410196,2,3,1,9,CHECK,0,0,3,1,2,1507528237,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_3_1,n,60,n_s
782,2017/10/09,14:51:36,423,31410196,2,3,2,3,CHECK,0,0,3,2,4,1507528283,1,f,0,1,0,1,1,3,1,,,,,,,,,,,2_3_2,n,60,n_f
792,2017/10/09,14:51:52,213,31410196,2,3,3,3,CHECK,0,0,3,1,2,1507528304,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_3,F*,60,F*_s
797,2017/10/09,14:52:03,213,31410196,2,3,4,3,CHECK,0,0,3,1,2,1507528313,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_4,F*,60,F*_s
802,2017/10/09,14:52:13,213,31410196,2,3,5,3,CHECK,0,0,3,1,2,1507528324,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_5,F*,60,F*_s
1240,2017/10/16,14:46:02,321,31410196,3,1,1,3,CHECK,0,0,1,2,3,1508132754,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_1,F*,60,F*_s
