,date,time,ans,InputID,story_num,lv,asg,stp,ope1,slot,card,slot1,slot2,slot3,session,check,jdg,C.S,ST.S,N.S,SS.S,O.S,validity,trial,amount,sentence,type0,type2,formula_order,story,type,story_st,relation_st,formula_st,q,strategy,counts
6223,2017/10/16,14:53:52,321,s31710137,3,3,4,3,CHECK,0,0,1,2,3,1508133219,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3_4,s,45
6228,2017/10/16,14:54:04,321,s31710137,3,3,5,3,CHECK,0,0,1,2,3,1508133233,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3_5,s,45
8338,2017/10/30,14:48:47,321,s31710137,4,1,1,3,CHECK,0,0,1,2,3,1509342518,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_1,F*,45
8344,2017/10/30,14:49:28,321,s31710137,4,1,2,3,CHECK,0,0,1,2,3,1509342552,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_2,F*,45
8350,2017/10/30,14:49:36,321,s31710137,4,1,3,3,CHECK,0,0,1,2,3,1509342569,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_3,F*,45
8356,2017/10/30,14:49:45,321,s31710137,4,1,4,3,CHECK,0,0,1,2,3,1509342577,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_4,F*,45
8362,2017/10/30,14:49:53,321,s31710137,4,1,5,3,CHECK,0,0,1,2,3,1509342586,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_5,F*,45
8368,2017/10/30,14:50:05,321,s31710137,4,2,1,3,CHECK,0,0,1,2,3,1509342596,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_1,F*,45
8374,2017/10/30,14:50:12,321,s31710137,4,2,2,3,CHECK,0,0,1,2,3,1509342606,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_2,F*,45
8382,2017/10/30,14:50:27,641,s31710137,4,2,3,5,CHECK,0,0,1,4,6,1509342613,1,f,0,0,1,0,0,1,1,,,,,,,,,,F*,4_2_3,F*,45
8403,2017/10/30,14:51:16,321,s31710137,4,2,4,3,CHECK,0,0,1,2,3,1509342663,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_2_4,n,45
8409,2017/10/30,14:51:24,321,s31710137,4,2,5,3,CHECK,0,0,1,2,3,1509342677,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_2_5,n,45
8417,2017/10/30,14:51:42,324,s31710137,4,3,1,5,CHECK,0,0,4,2,3,1509342687,1,f,0,1,0,1,1,3,1,,,,,,,,,,,4_3_1,n,45
8432,2017/10/30,14:52:11,321,s31710137,4,3,2,7,CHECK,0,0,1,2,3,1509342713,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_2,n,45
8438,2017/10/30,14:52:22,321,s31710137,4,3,3,3,CHECK,0,0,1,2,3,1509342731,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_3,n,45
8444,2017/10/30,14:52:32,321,s31710137,4,3,4,3,CHECK,0,0,1,2,3,1509342743,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,4_3_4,s,45
8454,2017/10/30,14:52:44,321,s31710137,4,3,5,7,CHECK,0,0,1,2,3,1509342753,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_5,n,45
4799,2017/11/06,14:45:23,321,s31710137,5,1,1,7,CHECK,0,0,1,2,3,1509947051,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_1,r,45
4805,2017/11/06,14:45:52,321,s31710137,5,1,2,3,CHECK,0,0,1,2,3,1509947124,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_2,F*,45
4811,2017/11/06,14:46:02,321,s31710137,5,1,3,3,CHECK,0,0,1,2,3,1509947153,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_1_3,n,45
4817,2017/11/06,14:46:10,321,s31710137,5,1,4,3,CHECK,0,0,1,2,3,1509947162,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_4,F*,45
4823,2017/11/06,14:46:20,321,s31710137,5,1,5,3,CHECK,0,0,1,2,3,1509947171,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_5,F*,45
4829,2017/11/06,14:46:31,321,s31710137,5,2,1,3,CHECK,0,0,1,2,3,1509947183,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_2_1,F*,45
4835,2017/11/06,14:46:38,321,s31710137,5,2,2,3,CHECK,0,0,1,2,3,1509947192,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_2,n,45
4841,2017/11/06,14:46:44,321,s31710137,5,2,3,3,CHECK,0,0,1,2,3,1509947198,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_2_3,F*,45
4847,2017/11/06,14:46:52,321,s31710137,5,2,4,3,CHECK,0,0,1,2,3,1509947204,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_4,n,45
4853,2017/11/06,14:47:05,321,s31710137,5,2,5,3,CHECK,0,0,1,2,3,1509947213,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_5,n,45
4865,2017/11/06,14:47:28,354,s31710137,5,3,1,9,CHECK,0,0,4,5,3,1509947227,1,f,0,0,1,0,0,1,1,,,,,,,,,,,5_3_1,n,45
4879,2017/11/06,14:47:56,312,s31710137,5,3,2,5,CHECK,0,0,2,1,3,1509947258,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_3_2,n,45
4885,2017/11/06,14:48:08,312,s31710137,5,3,3,3,CHECK,0,0,2,1,3,1509947276,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_3,r,45
4893,2017/11/06,14:48:46,312,s31710137,5,3,4,5,CHECK,0,0,2,1,3,1509947289,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_3_4,n,45
4905,2017/11/06,14:49:05,312,s31710137,5,3,5,9,CHECK,0,0,2,1,3,1509947327,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_5,r,45
6233,2017/10/16,17:27:05,321,31710129,3,1,1,3,CHECK,0,0,1,2,3,1508142399,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_1,F*,30
6238,2017/10/16,17:27:24,321,31710129,3,1,2,3,CHECK,0,0,1,2,3,1508142428,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_2,F*,30
6245,2017/10/16,17:28:09,321,31710129,3,1,3,5,CHECK,0,0,1,2,3,1508142446,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_3,F*,30
6250,2017/10/16,17:28:22,321,31710129,3,1,4,3,CHECK,0,0,1,2,3,1508142491,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_4,F*,30
6255,2017/10/16,17:28:43,321,31710129,3,1,5,3,CHECK,0,0,1,2,3,1508142504,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_5,F*,30
6260,2017/10/16,17:29:45,321,31710129,3,2,1,3,CHECK,0,0,1,2,3,1508142527,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_1,F*,30
6267,2017/10/16,17:30:08,321,31710129,3,2,2,5,CHECK,0,0,1,2,3,1508142586,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_2,n,30
6272,2017/10/16,17:30:33,321,31710129,3,2,3,3,CHECK,0,0,1,2,3,1508142609,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_3,F*,30
6277,2017/10/16,17:30:52,321,31710129,3,2,4,3,CHECK,0,0,1,2,3,1508142634,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_4,F*,30
6282,2017/10/16,17:31:04,321,31710129,3,2,5,3,CHECK,0,0,1,2,3,1508142653,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_5,F*,30
6287,2017/10/16,17:31:51,154,31710129,3,3,1,3,CHECK,0,0,4,5,1,1508142668,1,f,0,0,1,1,0,2,1,,,,,,,,s,,,3_3_1,s,30
6323,2017/10/16,17:39:14,451,31710129,3,3,2,3,CHECK,0,0,1,5,4,1508143123,1,f,0,0,1,1,0,2,1,,,,,,,,s,,,3_3_2,s,30
6333,2017/10/16,17:40:58,541,31710129,3,3,3,3,CHECK,0,0,1,4,5,1508143195,1,f,0,0,1,1,0,2,1,,,,,,,,,,,3_3_3,n,30
6343,2017/10/16,17:41:50,123,31710129,3,3,4,3,CHECK,0,0,3,2,1,1508143271,1,f,0,1,1,1,1,4,1,,,,,,,,,,,3_3_4,n,30
6357,2017/10/16,17:42:29,321,31710129,3,3,5,7,CHECK,0,0,1,2,3,1508143321,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3_5,n,30
8460,2017/10/30,15:18:22,321,31710129,4,1,1,3,CHECK,0,0,1,2,3,1509344288,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_1,F*,30
8466,2017/10/30,15:18:34,321,31710129,4,1,2,3,CHECK,0,0,1,2,3,1509344303,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_2,F*,30
8472,2017/10/30,15:18:44,325,31710129,4,1,3,3,CHECK,0,0,5,2,3,1509344315,1,f,0,0,1,0,0,1,1,,,,,,,,,,F*,4_1_3,F*,30
8482,2017/10/30,15:19:05,341,31710129,4,1,4,3,CHECK,0,0,1,4,3,1509344337,1,f,0,0,1,0,1,2,1,,,,,,,,,,F*,4_1_4,F*,30
8491,2017/10/30,15:19:23,321,31710129,4,1,5,3,CHECK,0,0,1,2,3,1509344353,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_5,F*,30
8497,2017/10/30,15:19:36,321,31710129,4,2,1,3,CHECK,0,0,1,2,3,1509344366,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_1,F*,30
8503,2017/10/30,15:19:46,321,31710129,4,2,2,3,CHECK,0,0,1,2,3,1509344377,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_2,F*,30
8509,2017/10/30,15:19:58,621,31710129,4,2,3,3,CHECK,0,0,1,2,6,1509344388,1,f,1,1,1,1,0,4,1,,,,,,,,,,F*,4_2_3,F*,30
8521,2017/10/30,15:20:31,321,31710129,4,2,4,3,CHECK,0,0,1,2,3,1509344417,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_4,F*,30
8527,2017/10/30,15:20:44,321,31710129,4,2,5,3,CHECK,0,0,1,2,3,1509344433,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_5,F*,30
8545,2017/10/30,15:21:48,453,31710129,4,3,1,15,CHECK,0,0,3,5,4,1509344448,1,f,0,0,1,1,1,3,1,,,,,,,,,,,4_3_1,n,30
8560,2017/10/30,15:22:34,321,31710129,4,3,2,3,CHECK,0,0,1,2,3,1509344538,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_3_2,r,30
8566,2017/10/30,15:23:07,321,31710129,4,3,3,3,CHECK,0,0,1,2,3,1509344555,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,4_3_3,s,30
8572,2017/10/30,15:23:22,321,31710129,4,3,4,3,CHECK,0,0,1,2,3,1509344588,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_3_4,r,30
8578,2017/10/30,15:23:34,321,31710129,4,3,5,3,CHECK,0,0,1,2,3,1509344603,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_5,n,30
6362,2017/10/16,14:48:31,615,31510062,3,1,1,3,CHECK,0,0,5,1,6,1508132855,1,f,0,0,0,1,0,1,1,,,,,,,,,r,,3_1_1,r,45
6374,2017/10/16,14:50:30,321,31510062,3,1,2,3,CHECK,0,0,1,2,3,1508133020,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_2,F*,45
6381,2017/10/16,14:51:59,321,31510062,3,1,3,5,CHECK,0,0,1,2,3,1508133032,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_3,n,45
6386,2017/10/16,14:52:33,321,31510062,3,1,4,3,CHECK,0,0,1,2,3,1508133121,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_4,F*,45
6393,2017/10/16,14:52:59,325,31510062,3,1,5,5,CHECK,0,0,5,2,3,1508133154,1,f,0,0,0,0,0,0,1,,,,,,,,,,F*,3_1_5,F*,45
6404,2017/10/16,14:53:33,321,31510062,3,2,1,3,CHECK,0,0,1,2,3,1508133200,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_1,n,45
6413,2017/10/16,14:55:09,321,31510062,3,2,2,7,CHECK,0,0,1,2,3,1508133214,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_2,n,45
6418,2017/10/16,14:55:34,321,31510062,3,2,3,3,CHECK,0,0,1,2,3,1508133311,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_3,n,45
6423,2017/10/16,14:58:24,521,31510062,3,2,4,3,CHECK,0,0,1,2,5,1508133336,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,3_2_4,r,45
6433,2017/10/16,14:59:18,321,31510062,3,2,5,5,CHECK,0,0,1,2,3,1508133517,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2_5,r,45
6440,2017/10/16,15:05:29,152,31510062,3,3,1,5,CHECK,0,0,2,5,1,1508133797,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,3_3_1,r,45
6483,2017/10/16,15:09:11,321,31510062,3,3,2,3,CHECK,0,0,1,2,3,1508134139,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_3_2,r,45
6488,2017/10/16,15:09:45,321,31510062,3,3,3,3,CHECK,0,0,1,2,3,1508134168,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_3_3,r,45
6493,2017/10/16,15:10:49,521,31510062,3,3,4,3,CHECK,0,0,1,2,5,1508134231,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,3_3_4,r,45
6521,2017/10/16,15:13:06,321,31510062,3,3,5,3,CHECK,0,0,1,2,3,1508134365,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_3_5,r,45
8722,2017/10/30,14:35:54,321,31510062,4,1,1,3,CHECK,0,0,1,2,3,1509341711,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_1_1,r,45
8728,2017/10/30,14:36:16,341,31510062,4,1,2,3,CHECK,0,0,1,4,3,1509341756,1,f,0,0,1,0,1,2,1,,,,,,,,,,F*,4_1_2,F*,45
8737,2017/10/30,14:38:05,321,31510062,4,1,3,3,CHECK,0,0,1,2,3,1509341797,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_3,F*,45
8743,2017/10/30,14:38:37,321,31510062,4,1,4,3,CHECK,0,0,1,2,3,1509341886,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_4,F*,45
8749,2017/10/30,14:38:52,321,31510062,4,1,5,3,CHECK,0,0,1,2,3,1509341918,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_5,F*,45
8755,2017/10/30,14:39:11,321,31510062,4,2,1,3,CHECK,0,0,1,2,3,1509341935,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_1,F*,45
8763,2017/10/30,14:39:26,321,31510062,4,2,2,5,CHECK,0,0,1,2,3,1509341952,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_2,F*,45
8769,2017/10/30,14:40:49,325,31510062,4,2,3,3,CHECK,0,0,5,2,3,1509341967,1,f,0,0,1,0,0,1,1,,,,,,,,,,F*,4_2_3,F*,45
8778,2017/10/30,14:41:10,321,31510062,4,2,4,3,CHECK,0,0,1,2,3,1509342057,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_4,F*,45
8784,2017/10/30,14:41:25,321,31510062,4,2,5,3,CHECK,0,0,1,2,3,1509342071,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_5,F*,45
8790,2017/10/30,14:41:48,453,31510062,4,3,1,3,CHECK,0,0,3,5,4,1509342091,1,f,0,0,1,1,1,3,1,,,,,,,,,r,,4_3_1,r,45
8955,2017/10/30,14:55:38,321,31510062,4,3,2,5,CHECK,0,0,1,2,3,1509342908,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_2,n,45
8961,2017/10/30,14:55:56,341,31510062,4,3,3,3,CHECK,0,0,1,4,3,1509342942,1,f,0,0,1,0,1,2,1,,,,,,,,,,,4_3_3,n,45
8970,2017/10/30,14:56:32,321,31510062,4,3,4,3,CHECK,0,0,1,2,3,1509342968,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_4,n,45
8976,2017/10/30,14:57:13,321,31510062,4,3,5,3,CHECK,0,0,1,2,3,1509342993,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_5,n,45
5155,2017/11/06,14:37:19,321,31510062,5,1,1,5,CHECK,0,0,1,2,3,1509946605,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_1_1,n,45
5165,2017/11/06,14:38:24,321,31510062,5,1,2,7,CHECK,0,0,1,2,3,1509946678,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_2,r,45
5171,2017/11/06,14:39:09,321,31510062,5,1,3,3,CHECK,0,0,1,2,3,1509946705,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_3,F*,45
5181,2017/11/06,14:40:16,325,31510062,5,1,4,7,CHECK,0,0,5,2,3,1509946750,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,5_1_4,r,45
5190,2017/11/06,14:40:43,325,31510062,5,1,5,3,CHECK,0,0,5,2,3,1509946832,1,f,0,0,1,0,0,1,1,,,,,,,,,,F*,5_1_5,F*,45
5199,2017/11/06,14:41:32,321,31510062,5,2,1,3,CHECK,0,0,1,2,3,1509946853,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_1,n,45
5205,2017/11/06,14:43:31,321,31510062,5,2,2,3,CHECK,0,0,1,2,3,1509946994,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_2,n,45
5211,2017/11/06,14:44:35,321,31510062,5,2,3,3,CHECK,0,0,1,2,3,1509947013,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_3,n,45
5217,2017/11/06,14:45:42,321,31510062,5,2,4,3,CHECK,0,0,1,2,3,1509947076,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_4,n,45
5223,2017/11/06,14:45:56,321,31510062,5,2,5,3,CHECK,0,0,1,2,3,1509947143,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_5,n,45
5231,2017/11/06,14:46:47,312,31510062,5,3,1,5,CHECK,0,0,2,1,3,1509947160,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_3_1,n,45
5239,2017/11/06,14:50:30,346,31510062,5,3,2,5,CHECK,0,0,6,4,3,1509947210,1,f,0,1,0,1,0,2,1,,,,,,,,,r,,5_3_2,r,45
5255,2017/11/06,14:51:33,312,31510062,5,3,3,5,CHECK,0,0,2,1,3,1509947473,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_3,r,45
5261,2017/11/06,14:52:26,312,31510062,5,3,4,3,CHECK,0,0,2,1,3,1509947494,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_4,r,45
5267,2017/11/06,14:52:49,312,31510062,5,3,5,3,CHECK,0,0,2,1,3,1509947548,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_5,r,45
6526,2017/10/16,15:00:18,321,31710165,3,1,1,3,CHECK,0,0,1,2,3,1508133598,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_1,n,45
6531,2017/10/16,15:00:32,321,31710165,3,1,2,3,CHECK,0,0,1,2,3,1508133619,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_2,F*,45
6536,2017/10/16,15:00:43,321,31710165,3,1,3,3,CHECK,0,0,1,2,3,1508133632,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_3,F*,45
6541,2017/10/16,15:00:56,321,31710165,3,1,4,3,CHECK,0,0,1,2,3,1508133644,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_4,F*,45
6548,2017/10/16,15:01:06,321,31710165,3,1,5,5,CHECK,0,0,1,2,3,1508133657,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_5,F*,45
6553,2017/10/16,15:01:18,321,31710165,3,2,1,3,CHECK,0,0,1,2,3,1508133669,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_1,n,45
6558,2017/10/16,15:01:29,321,31710165,3,2,2,3,CHECK,0,0,1,2,3,1508133679,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_2,F*,45
6563,2017/10/16,15:01:36,321,31710165,3,2,3,3,CHECK,0,0,1,2,3,1508133689,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_3,F*,45
6570,2017/10/16,15:01:48,321,31710165,3,2,4,5,CHECK,0,0,1,2,3,1508133697,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_4,F*,45
6575,2017/10/16,15:01:56,321,31710165,3,2,5,3,CHECK,0,0,1,2,3,1508133709,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_5,F*,45
6580,2017/10/16,15:02:25,125,31710165,3,3,1,3,CHECK,0,0,5,2,1,1508133719,1,f,0,0,1,0,0,1,1,,,,,,,,,,,3_3_1,n,45
6597,2017/10/16,15:03:11,321,31710165,3,3,2,3,CHECK,0,0,1,2,3,1508133779,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3_2,n,45
6602,2017/10/16,15:03:20,321,31710165,3,3,3,3,CHECK,0,0,1,2,3,1508133792,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3_3,s,45
6607,2017/10/16,15:03:35,351,31710165,3,3,4,3,CHECK,0,0,1,5,3,1508133801,1,f,0,0,0,1,0,1,1,,,,,,,,s,,,3_3_4,s,45
6615,2017/10/16,15:03:51,321,31710165,3,3,5,3,CHECK,0,0,1,2,3,1508133820,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3_5,s,45
8982,2017/10/30,14:43:39,321,31710165,4,1,1,3,CHECK,0,0,1,2,3,1509342205,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_1,F*,45
8988,2017/10/30,14:43:51,321,31710165,4,1,2,3,CHECK,0,0,1,2,3,1509342220,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_2,F*,45
8994,2017/10/30,14:44:03,321,31710165,4,1,3,3,CHECK,0,0,1,2,3,1509342232,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_3,F*,45
9000,2017/10/30,14:44:12,321,31710165,4,1,4,3,CHECK,0,0,1,2,3,1509342244,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_4,F*,45
9006,2017/10/30,14:44:19,321,31710165,4,1,5,3,CHECK,0,0,1,2,3,1509342253,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_5,F*,45
9012,2017/10/30,14:44:31,321,31710165,4,2,1,3,CHECK,0,0,1,2,3,1509342261,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_1,F*,45
9018,2017/10/30,14:44:37,321,31710165,4,2,2,3,CHECK,0,0,1,2,3,1509342272,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_2,F*,45
9024,2017/10/30,14:44:45,321,31710165,4,2,3,3,CHECK,0,0,1,2,3,1509342278,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_3,F*,45
9030,2017/10/30,14:45:05,321,31710165,4,2,4,3,CHECK,0,0,1,2,3,1509342285,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_4,F*,45
9036,2017/10/30,14:45:12,321,31710165,4,2,5,3,CHECK,0,0,1,2,3,1509342305,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_2_5,n,45
9044,2017/10/30,14:45:35,354,31710165,4,3,1,5,CHECK,0,0,4,5,3,1509342314,1,f,0,0,1,1,1,3,1,,,,,,,,,,,4_3_1,n,45
9062,2017/10/30,14:46:09,321,31710165,4,3,2,3,CHECK,0,0,1,2,3,1509342360,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_2,n,45
9074,2017/10/30,14:46:31,321,31710165,4,3,3,9,CHECK,0,0,1,2,3,1509342370,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_3_3,r,45
9082,2017/10/30,14:46:41,321,31710165,4,3,4,5,CHECK,0,0,1,2,3,1509342392,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_4,n,45
9088,2017/10/30,14:46:50,321,31710165,4,3,5,3,CHECK,0,0,1,2,3,1509342402,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_3_5,r,45
5273,2017/11/06,14:37:16,321,31710165,5,1,1,3,CHECK,0,0,1,2,3,1509946617,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_1_1,n,45
5279,2017/11/06,14:37:27,325,31710165,5,1,2,3,CHECK,0,0,5,2,3,1509946637,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,5_1_2,r,45
5295,2017/11/06,14:38:04,321,31710165,5,1,3,3,CHECK,0,0,1,2,3,1509946678,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_3,F*,45
5301,2017/11/06,14:38:10,341,31710165,5,1,4,3,CHECK,0,0,1,4,3,1509946684,1,f,0,1,1,1,0,3,1,,,,,,,,,,F*,5_1_4,F*,45
5314,2017/11/06,14:38:24,321,31710165,5,1,5,7,CHECK,0,0,1,2,3,1509946695,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_5,r,45
5320,2017/11/06,14:38:35,321,31710165,5,2,1,3,CHECK,0,0,1,2,3,1509946706,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_2_1,F*,45
5326,2017/11/06,14:38:46,321,31710165,5,2,2,3,CHECK,0,0,1,2,3,1509946715,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_2,r,45
5334,2017/11/06,14:39:00,321,31710165,5,2,3,5,CHECK,0,0,1,2,3,1509946727,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_3,n,45
5340,2017/11/06,14:39:08,321,31710165,5,2,4,3,CHECK,0,0,1,2,3,1509946741,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_2_4,F*,45
5348,2017/11/06,14:39:19,321,31710165,5,2,5,5,CHECK,0,0,1,2,3,1509946748,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_5,n,45
5354,2017/11/06,14:39:32,321,31710165,5,3,1,3,CHECK,0,0,1,2,3,1509946761,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,5_3_1,s,45
5362,2017/11/06,14:39:46,364,31710165,5,3,2,5,CHECK,0,0,4,6,3,1509946773,1,f,0,1,0,1,0,2,1,,,,,,,,,,,5_3_2,n,45
5373,2017/11/06,14:40:07,324,31710165,5,3,3,3,CHECK,0,0,4,2,3,1509946797,1,f,0,1,0,1,1,3,1,,,,,,,,,r,,5_3_3,r,45
5384,2017/11/06,14:40:19,321,31710165,5,3,4,3,CHECK,0,0,1,2,3,1509946813,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_3_4,n,45
5392,2017/11/06,14:40:28,321,31710165,5,3,5,5,CHECK,0,0,1,2,3,1509946820,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_3_5,n,45
6888,2017/10/16,14:47:30,321,31710086,3,1,1,5,CHECK,0,0,1,2,3,1508132825,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_1_1,s,45
6893,2017/10/16,14:47:55,321,31710086,3,1,2,3,CHECK,0,0,1,2,3,1508132851,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_2,F*,45
